HDR,ROLLING SYSTEM DEMAND
VD,20190302055500,24779
VD,20190302060000,24997
VD,20190302060500,25169
VD,20190302061000,25557
VD,20190302061500,25722
VD,20190302062000,25877
VD,20190302062500,25996
VD,20190302063000,26091
VD,20190302063500,26349
VD,20190302064000,26547
VD,20190302064500,26630
VD,20190302065000,26668
VD,20190302065500,26725
VD,20190302070000,26808
VD,20190302070500,27001
VD,20190302071000,27089
VD,20190302071500,27406
VD,20190302072000,27587
VD,20190302072500,27880
VD,20190302073000,28015
VD,20190302073500,28035
VD,20190302074000,27993
VD,20190302074500,28105
VD,20190302075000,28180
VD,20190302075500,28343
VD,20190302080000,28623
VD,20190302080500,28998
VD,20190302081000,29222
VD,20190302081500,29440
VD,20190302082000,29636
VD,20190302082500,29869
VD,20190302083000,29963
VD,20190302083500,30142
VD,20190302084000,30236
VD,20190302084500,30421
VD,20190302085000,30591
VD,20190302085500,30750
VD,20190302090000,30895
VD,20190302090500,31115
VD,20190302091000,31121
VD,20190302091500,31119
VD,20190302092000,31060
VD,20190302092500,30870
VD,20190302093000,30936
VD,20190302093500,30957
VD,20190302094000,30862
VD,20190302094500,30878
VD,20190302095000,30875
VD,20190302095500,30621
VD,20190302100000,30576
VD,20190302100500,30712
VD,20190302101000,30986
VD,20190302101500,31031
VD,20190302102000,30927
VD,20190302102500,30923
VD,20190302103000,30875
VD,20190302103500,30743
VD,20190302104000,30682
VD,20190302104500,30769
VD,20190302105000,30672
VD,20190302105500,30514
VD,20190302110000,30474
VD,20190302110500,30486
VD,20190302111000,30542
VD,20190302111500,30476
VD,20190302112000,30386
VD,20190302112500,30223
VD,20190302113000,30111
VD,20190302113500,30150
VD,20190302114000,30094
VD,20190302114500,29767
VD,20190302115000,29755
VD,20190302115500,29693
VD,20190302120000,29627
VD,20190302120500,29500
VD,20190302121000,29634
VD,20190302121500,29666
VD,20190302122000,29552
VD,20190302122500,29395
VD,20190302123000,29219
VD,20190302123500,29199
VD,20190302124000,29102
VD,20190302124500,28952
VD,20190302125000,28881
VD,20190302125500,28784
VD,20190302130000,28751
VD,20190302130500,28599
VD,20190302131000,28512
VD,20190302131500,28449
VD,20190302132000,28546
VD,20190302132500,28703
VD,20190302133000,28623
VD,20190302133500,28562
VD,20190302134000,28619
VD,20190302134500,28600
VD,20190302135000,28638
VD,20190302135500,28645
VD,20190302140000,28632
VD,20190302140500,28616
VD,20190302141000,28726
VD,20190302141500,28805
VD,20190302142000,28705
VD,20190302142500,28666
VD,20190302143000,28773
VD,20190302143500,28820
VD,20190302144000,28768
VD,20190302144500,28762
VD,20190302145000,28857
VD,20190302145500,28936
VD,20190302150000,29012
VD,20190302150500,29194
VD,20190302151000,29326
VD,20190302151500,29306
VD,20190302152000,29244
VD,20190302152500,29318
VD,20190302153000,29329
VD,20190302153500,29452
VD,20190302154000,29546
VD,20190302154500,29634
VD,20190302155000,29698
VD,20190302155500,29795
VD,20190302160000,29932
VD,20190302160500,30237
VD,20190302161000,30300
VD,20190302161500,30406
VD,20190302162000,30562
VD,20190302162500,30735
VD,20190302163000,30937
VD,20190302163500,31154
VD,20190302164000,31396
VD,20190302164500,31642
VD,20190302165000,31716
VD,20190302165500,31859
VD,20190302170000,32082
VD,20190302170500,32632
VD,20190302171000,32898
VD,20190302171500,33163
VD,20190302172000,33320
VD,20190302172500,33514
VD,20190302173000,33618
VD,20190302173500,33704
VD,20190302174000,33843
VD,20190302174500,34080
VD,20190302175000,34310
VD,20190302175500,34477
VD,20190302180000,34586
VD,20190302180500,34585
VD,20190302181000,34618
VD,20190302181500,34603
VD,20190302182000,34438
VD,20190302182500,34447
VD,20190302183000,34363
VD,20190302183500,34297
VD,20190302184000,34216
VD,20190302184500,34147
VD,20190302185000,34040
VD,20190302185500,33914
VD,20190302190000,33827
VD,20190302190500,33820
VD,20190302191000,33791
VD,20190302191500,33638
VD,20190302192000,33466
VD,20190302192500,33363
VD,20190302193000,33309
VD,20190302193500,33194
VD,20190302194000,33017
VD,20190302194500,32779
VD,20190302195000,32743
VD,20190302195500,32556
VD,20190302200000,32407
VD,20190302200500,32157
VD,20190302201000,31954
VD,20190302201500,31740
VD,20190302202000,31571
VD,20190302202500,31263
VD,20190302203000,31050
VD,20190302203500,30765
VD,20190302204000,30508
VD,20190302204500,30366
VD,20190302205000,30183
VD,20190302205500,29971
VD,20190302210000,29825
VD,20190302210500,29610
VD,20190302211000,29375
VD,20190302211500,29089
VD,20190302212000,28809
VD,20190302212500,28664
VD,20190302213000,28488
VD,20190302213500,28274
VD,20190302214000,28034
VD,20190302214500,27793
VD,20190302215000,27619
VD,20190302215500,27392
VD,20190302220000,27196
VD,20190302220500,26867
VD,20190302221000,26649
VD,20190302221500,26387
VD,20190302222000,26083
VD,20190302222500,25852
VD,20190302223000,25742
VD,20190302223500,25715
VD,20190302224000,25475
VD,20190302224500,25317
VD,20190302225000,25207
VD,20190302225500,25006
VD,20190302230000,24695
VD,20190302230500,24147
VD,20190302231000,24026
VD,20190302231500,23810
VD,20190302232000,23778
VD,20190302232500,23613
VD,20190302233000,23618
VD,20190302233500,23581
VD,20190302234000,23292
VD,20190302234500,23275
VD,20190302235000,23184
VD,20190302235500,23126
VD,20190303000000,23047
VD,20190303000500,23092
VD,20190303001000,23085
VD,20190303001500,23027
VD,20190303002000,23130
VD,20190303002500,23182
VD,20190303003000,23145
VD,20190303003500,23342
VD,20190303004000,23422
VD,20190303004500,23484
VD,20190303005000,23602
VD,20190303005500,23558
VD,20190303010000,23557
VD,20190303010500,23732
VD,20190303011000,23821
VD,20190303011500,23869
VD,20190303012000,23762
VD,20190303012500,23697
VD,20190303013000,23597
VD,20190303013500,23501
VD,20190303014000,23458
VD,20190303014500,23324
VD,20190303015000,23230
VD,20190303015500,23339
VD,20190303020000,23290
VD,20190303020500,23363
VD,20190303021000,23346
VD,20190303021500,23256
VD,20190303022000,23193
VD,20190303022500,23064
VD,20190303023000,23005
VD,20190303023500,23105
VD,20190303024000,23072
VD,20190303024500,22990
VD,20190303025000,22933
VD,20190303025500,22839
VD,20190303030000,22752
VD,20190303030500,22795
VD,20190303031000,22731
VD,20190303031500,22576
VD,20190303032000,22513
VD,20190303032500,22556
VD,20190303033000,22532
VD,20190303033500,22551
VD,20190303034000,22504
VD,20190303034500,22383
VD,20190303035000,22280
VD,20190303035500,22212
VD,20190303040000,22201
VD,20190303040500,22359
VD,20190303041000,22391
VD,20190303041500,22371
VD,20190303042000,22355
VD,20190303042500,22343
VD,20190303043000,22338
VD,20190303043500,22364
VD,20190303044000,22345
VD,20190303044500,22319
VD,20190303045000,22315
VD,20190303045500,22263
VD,20190303050000,22114
VD,20190303050500,21721
VD,20190303051000,21676
VD,20190303051500,21738
VD,20190303052000,21703
VD,20190303052500,21701
VD,20190303053000,21819
VD,20190303053500,21822
VD,20190303054000,21841
VD,20190303054500,21909
VD,20190303055000,22033
VD,20190303055500,22169
VD,20190303060000,22307
VD,20190303060500,22567
VD,20190303061000,22620
VD,20190303061500,22751
VD,20190303062000,22726
VD,20190303062500,22754
VD,20190303063000,22811
VD,20190303063500,22903
VD,20190303064000,23038
VD,20190303064500,23041
VD,20190303065000,22981
VD,20190303065500,22935
VD,20190303070000,22905
VD,20190303070500,22908
VD,20190303071000,23034
VD,20190303071500,23238
VD,20190303072000,23397
VD,20190303072500,23565
VD,20190303073000,23672
VD,20190303073500,23861
VD,20190303074000,24131
VD,20190303074500,24338
VD,20190303075000,24496
VD,20190303075500,24573
VD,20190303080000,24880
VD,20190303080500,25332
VD,20190303081000,25709
VD,20190303081500,25936
VD,20190303082000,26302
VD,20190303082500,26576
VD,20190303083000,26821
VD,20190303083500,27046
VD,20190303084000,27285
VD,20190303084500,27596
VD,20190303085000,27792
VD,20190303085500,28020
VD,20190303090000,28394
VD,20190303090500,28830
VD,20190303091000,29176
VD,20190303091500,29629
VD,20190303092000,29885
VD,20190303092500,30075
VD,20190303093000,30277
VD,20190303093500,30518
VD,20190303094000,30746
VD,20190303094500,30823
VD,20190303095000,31090
VD,20190303095500,31142
VD,20190303100000,31057
VD,20190303100500,31245
VD,20190303101000,31379
VD,20190303101500,31600
VD,20190303102000,31784
VD,20190303102500,31998
VD,20190303103000,32014
VD,20190303103500,32115
VD,20190303104000,32072
VD,20190303104500,32139
VD,20190303105000,32202
VD,20190303105500,32149
VD,20190303110000,32318
VD,20190303110500,32627
VD,20190303111000,32731
VD,20190303111500,32770
VD,20190303112000,32936
VD,20190303112500,33003
VD,20190303113000,33051
VD,20190303113500,33031
VD,20190303114000,33052
VD,20190303114500,33020
VD,20190303115000,33062
VD,20190303115500,33214
VD,20190303120000,33132
VD,20190303120500,33229
VD,20190303121000,33277
VD,20190303121500,33252
VD,20190303122000,33263
VD,20190303122500,33183
VD,20190303123000,33140
VD,20190303123500,33131
VD,20190303124000,33110
VD,20190303124500,32973
VD,20190303125000,32943
VD,20190303125500,32933
VD,20190303130000,32863
VD,20190303130500,32968
VD,20190303131000,32942
VD,20190303131500,32786
VD,20190303132000,32777
VD,20190303132500,32850
VD,20190303133000,32820
VD,20190303133500,32740
VD,20190303134000,32595
VD,20190303134500,32458
VD,20190303135000,32441
VD,20190303135500,32378
VD,20190303140000,32398
VD,20190303140500,32549
VD,20190303141000,32486
VD,20190303141500,32482
VD,20190303142000,32464
VD,20190303142500,32593
VD,20190303143000,32619
VD,20190303143500,32583
VD,20190303144000,32544
VD,20190303144500,32593
VD,20190303145000,32725
VD,20190303145500,32905
VD,20190303150000,33034
VD,20190303150500,33247
VD,20190303151000,33346
VD,20190303151500,33516
VD,20190303152000,33505
VD,20190303152500,33532
VD,20190303153000,33609
VD,20190303153500,33757
VD,20190303154000,33796
VD,20190303154500,33823
VD,20190303155000,34034
VD,20190303155500,34236
VD,20190303160000,34238
VD,20190303160500,34309
VD,20190303161000,34430
VD,20190303161500,34589
VD,20190303162000,34719
VD,20190303162500,34823
VD,20190303163000,34966
VD,20190303163500,35097
VD,20190303164000,35174
VD,20190303164500,35198
VD,20190303165000,35345
VD,20190303165500,35458
VD,20190303170000,35621
VD,20190303170500,35744
VD,20190303171000,35935
VD,20190303171500,36025
VD,20190303172000,36285
VD,20190303172500,36241
VD,20190303173000,36244
VD,20190303173500,36336
VD,20190303174000,36503
VD,20190303174500,36557
VD,20190303175000,36582
VD,20190303175500,36691
VD,20190303180000,36874
VD,20190303180500,37245
VD,20190303181000,37335
VD,20190303181500,37472
VD,20190303182000,37523
VD,20190303182500,37564
VD,20190303183000,37511
VD,20190303183500,37397
VD,20190303184000,37342
VD,20190303184500,37216
VD,20190303185000,37129
VD,20190303185500,37110
VD,20190303190000,36944
VD,20190303190500,36787
VD,20190303191000,36820
VD,20190303191500,36701
VD,20190303192000,36434
VD,20190303192500,36274
VD,20190303193000,36109
VD,20190303193500,36006
VD,20190303194000,35845
VD,20190303194500,35643
VD,20190303195000,35406
VD,20190303195500,35212
VD,20190303200000,35073
VD,20190303200500,35077
VD,20190303201000,35095
VD,20190303201500,34940
VD,20190303202000,34727
VD,20190303202500,34529
VD,20190303203000,34338
VD,20190303203500,34070
VD,20190303204000,33672
VD,20190303204500,33459
VD,20190303205000,33176
VD,20190303205500,32859
VD,20190303210000,32713
VD,20190303210500,32656
VD,20190303211000,32482
VD,20190303211500,32103
VD,20190303212000,31720
VD,20190303212500,31493
VD,20190303213000,31263
VD,20190303213500,31035
VD,20190303214000,30782
VD,20190303214500,30504
VD,20190303215000,30149
VD,20190303215500,29795
VD,20190303220000,29585
VD,20190303220500,29482
VD,20190303221000,29246
VD,20190303221500,28879
VD,20190303222000,28616
VD,20190303222500,28373
VD,20190303223000,28304
VD,20190303223500,28301
VD,20190303224000,27948
VD,20190303224500,27646
VD,20190303225000,27461
VD,20190303225500,27279
VD,20190303230000,26796
VD,20190303230500,26350
VD,20190303231000,26062
VD,20190303231500,25756
VD,20190303232000,25485
VD,20190303232500,25170
VD,20190303233000,24896
VD,20190303233500,24868
VD,20190303234000,24752
VD,20190303234500,24676
VD,20190303235000,24550
VD,20190303235500,24390
VD,20190304000000,24417
VD,20190304000500,24581
VD,20190304001000,24639
VD,20190304001500,24662
VD,20190304002000,24567
VD,20190304002500,24399
VD,20190304003000,24216
VD,20190304003500,24367
VD,20190304004000,24547
VD,20190304004500,24680
VD,20190304005000,24740
VD,20190304005500,24781
VD,20190304010000,24792
VD,20190304010500,24868
VD,20190304011000,24955
VD,20190304011500,24929
VD,20190304012000,24856
VD,20190304012500,24773
VD,20190304013000,24670
VD,20190304013500,24750
VD,20190304014000,24789
VD,20190304014500,24727
VD,20190304015000,24681
VD,20190304015500,24537
VD,20190304020000,24468
VD,20190304020500,24397
VD,20190304021000,24348
VD,20190304021500,24279
VD,20190304022000,24322
VD,20190304022500,24261
VD,20190304023000,24393
VD,20190304023500,24507
VD,20190304024000,24505
VD,20190304024500,24486
VD,20190304025000,24511
VD,20190304025500,24556
VD,20190304030000,24468
VD,20190304030500,24490
VD,20190304031000,24521
VD,20190304031500,24553
VD,20190304032000,24672
VD,20190304032500,24665
VD,20190304033000,24623
VD,20190304033500,24620
VD,20190304034000,24553
VD,20190304034500,24557
VD,20190304035000,24571
VD,20190304035500,24608
VD,20190304040000,24558
VD,20190304040500,24478
VD,20190304041000,24386
VD,20190304041500,24414
VD,20190304042000,24517
VD,20190304042500,24646
VD,20190304043000,24747
VD,20190304043500,24736
VD,20190304044000,24666
VD,20190304044500,24746
VD,20190304045000,24820
VD,20190304045500,24900
VD,20190304050000,24905
VD,20190304050500,24860
VD,20190304051000,25051
VD,20190304051500,25108
VD,20190304052000,25078
VD,20190304052500,25061
VD,20190304053000,25253
VD,20190304053500,25504
VD,20190304054000,25757
VD,20190304054500,25963
VD,20190304055000,26115
VD,20190304055500,26331
VD,20190304060000,26621
VD,20190304060500,27175
VD,20190304061000,27640
VD,20190304061500,28243
VD,20190304062000,28677
VD,20190304062500,29071
VD,20190304063000,29390
VD,20190304063500,29751
VD,20190304064000,30346
VD,20190304064500,30948
VD,20190304065000,31242
VD,20190304065500,31638
VD,20190304070000,32234
VD,20190304070500,32908
VD,20190304071000,33594
VD,20190304071500,34250
VD,20190304072000,34681
VD,20190304072500,34986
VD,20190304073000,35251
VD,20190304073500,35322
VD,20190304074000,35567
VD,20190304074500,35714
VD,20190304075000,35796
VD,20190304075500,35716
VD,20190304080000,35747
VD,20190304080500,35928
VD,20190304081000,36056
VD,20190304081500,36026
VD,20190304082000,36109
VD,20190304082500,36129
VD,20190304083000,36176
VD,20190304083500,36190
VD,20190304084000,36202
VD,20190304084500,36065
VD,20190304085000,35934
VD,20190304085500,35808
VD,20190304090000,35824
VD,20190304090500,35795
VD,20190304091000,35826
VD,20190304091500,35736
VD,20190304092000,35707
VD,20190304092500,35649
VD,20190304093000,35520
VD,20190304093500,35427
VD,20190304094000,35382
VD,20190304094500,35262
VD,20190304095000,35033
VD,20190304095500,34939
VD,20190304100000,34864
VD,20190304100500,34716
VD,20190304101000,34706
VD,20190304101500,34569
VD,20190304102000,34543
VD,20190304102500,34530
VD,20190304103000,34449
VD,20190304103500,34404
VD,20190304104000,34300
VD,20190304104500,34207
VD,20190304105000,34197
VD,20190304105500,33996
VD,20190304110000,33864
VD,20190304110500,33710
VD,20190304111000,33715
VD,20190304111500,33610
VD,20190304112000,33730
VD,20190304112500,33788
VD,20190304113000,33838
VD,20190304113500,33880
VD,20190304114000,33963
VD,20190304114500,33869
VD,20190304115000,33884
VD,20190304115500,33880
VD,20190304120000,33948
VD,20190304120500,34138
VD,20190304121000,34167
VD,20190304121500,34155
VD,20190304122000,34204
VD,20190304122500,34201
VD,20190304123000,34159
VD,20190304123500,34020
VD,20190304124000,33835
VD,20190304124500,33688
VD,20190304125000,33686
VD,20190304125500,33729
VD,20190304130000,33756
VD,20190304130500,33830
VD,20190304131000,33694
VD,20190304131500,33598
VD,20190304132000,33655
VD,20190304132500,33683
VD,20190304133000,33729
VD,20190304133500,33774
VD,20190304134000,33810
VD,20190304134500,33743
VD,20190304135000,33715
VD,20190304135500,33850
VD,20190304140000,34077
VD,20190304140500,34303
VD,20190304141000,34403
VD,20190304141500,34495
VD,20190304142000,34432
VD,20190304142500,34481
VD,20190304143000,34543
VD,20190304143500,34482
VD,20190304144000,34400
VD,20190304144500,34473
VD,20190304145000,34560
VD,20190304145500,34572
VD,20190304150000,34480
VD,20190304150500,34442
VD,20190304151000,34528
VD,20190304151500,34504
VD,20190304152000,34635
VD,20190304152500,34845
VD,20190304153000,35011
VD,20190304153500,35290
VD,20190304154000,35586
VD,20190304154500,35827
VD,20190304155000,36076
VD,20190304155500,36239
VD,20190304160000,36401
VD,20190304160500,36738
VD,20190304161000,36952
VD,20190304161500,37224
VD,20190304162000,37516
VD,20190304162500,37788
VD,20190304163000,38018
VD,20190304163500,38206
VD,20190304164000,38621
VD,20190304164500,38876
VD,20190304165000,39091
VD,20190304165500,39284
VD,20190304170000,39483
VD,20190304170500,39786
VD,20190304171000,40040
VD,20190304171500,40129
VD,20190304172000,40379
VD,20190304172500,40639
VD,20190304173000,40843
VD,20190304173500,41030
VD,20190304174000,41088
VD,20190304174500,41223
VD,20190304175000,41532
VD,20190304175500,41877
VD,20190304180000,42108
VD,20190304180500,42680
VD,20190304181000,42860
VD,20190304181500,42936
VD,20190304182000,42853
VD,20190304182500,42850
VD,20190304183000,42821
VD,20190304183500,42879
VD,20190304184000,42852
VD,20190304184500,42715
VD,20190304185000,42590
VD,20190304185500,42389
VD,20190304190000,42226
VD,20190304190500,42101
VD,20190304191000,42015
VD,20190304191500,41843
VD,20190304192000,41530
VD,20190304192500,41360
VD,20190304193000,41154
VD,20190304193500,41025
VD,20190304194000,40822
VD,20190304194500,40455
VD,20190304195000,40522
VD,20190304195500,40493
VD,20190304200000,40234
VD,20190304200500,40280
VD,20190304201000,40168
VD,20190304201500,39855
VD,20190304202000,39662
VD,20190304202500,39471
VD,20190304203000,39247
VD,20190304203500,38916
VD,20190304204000,38387
VD,20190304204500,38092
VD,20190304205000,37752
VD,20190304205500,37456
VD,20190304210000,37202
VD,20190304210500,37011
VD,20190304211000,36668
VD,20190304211500,36216
VD,20190304212000,35954
VD,20190304212500,35567
VD,20190304213000,35166
VD,20190304213500,34872
VD,20190304214000,34450
VD,20190304214500,34010
VD,20190304215000,33659
VD,20190304215500,33444
VD,20190304220000,33054
VD,20190304220500,32687
VD,20190304221000,32377
VD,20190304221500,31992
VD,20190304222000,31507
VD,20190304222500,31154
VD,20190304223000,31028
VD,20190304223500,30776
VD,20190304224000,30508
VD,20190304224500,30092
VD,20190304225000,29797
VD,20190304225500,29402
VD,20190304230000,29018
VD,20190304230500,28619
VD,20190304231000,28458
VD,20190304231500,28260
VD,20190304232000,27983
VD,20190304232500,27655
VD,20190304233000,27437
VD,20190304233500,27387
VD,20190304234000,27291
VD,20190304234500,27119
VD,20190304235000,26890
VD,20190304235500,26821
VD,20190305000000,26822
VD,20190305000500,26953
VD,20190305001000,26958
VD,20190305001500,26954
VD,20190305002000,27018
VD,20190305002500,26924
VD,20190305003000,26929
VD,20190305003500,27116
VD,20190305004000,27303
VD,20190305004500,27436
VD,20190305005000,27447
