HDR,ROLLING SYSTEM DEMAND
VD,20180605002500,23097
VD,20180605003000,23027
VD,20180605003500,23135
VD,20180605004000,23256
VD,20180605004500,23266
VD,20180605005000,23174
VD,20180605005500,23075
VD,20180605010000,22925
VD,20180605010500,22927
VD,20180605011000,22899
VD,20180605011500,22880
VD,20180605012000,22769
VD,20180605012500,22674
VD,20180605013000,22607
VD,20180605013500,22629
VD,20180605014000,22655
VD,20180605014500,22580
VD,20180605015000,22495
VD,20180605015500,22470
VD,20180605020000,22451
VD,20180605020500,22365
VD,20180605021000,22390
VD,20180605021500,22286
VD,20180605022000,22138
VD,20180605022500,22175
VD,20180605023000,22254
VD,20180605023500,22360
VD,20180605024000,22380
VD,20180605024500,22356
VD,20180605025000,22353
VD,20180605025500,22348
VD,20180605030000,22385
VD,20180605030500,22552
VD,20180605031000,22515
VD,20180605031500,22532
VD,20180605032000,22565
VD,20180605032500,22604
VD,20180605033000,22545
VD,20180605033500,22535
VD,20180605034000,22455
VD,20180605034500,22352
VD,20180605035000,22438
VD,20180605035500,22455
VD,20180605040000,22488
VD,20180605040500,22916
VD,20180605041000,23104
VD,20180605041500,23100
VD,20180605042000,23193
VD,20180605042500,23281
VD,20180605043000,23288
VD,20180605043500,23510
VD,20180605044000,23663
VD,20180605044500,23859
VD,20180605045000,24054
VD,20180605045500,24117
VD,20180605050000,24033
VD,20180605050500,24156
VD,20180605051000,24300
VD,20180605051500,24673
VD,20180605052000,25049
VD,20180605052500,25493
VD,20180605053000,25703
VD,20180605053500,26011
VD,20180605054000,26616
VD,20180605054500,27039
VD,20180605055000,27540
VD,20180605055500,28036
VD,20180605060000,28345
VD,20180605060500,28938
VD,20180605061000,29630
VD,20180605061500,30273
VD,20180605062000,30656
VD,20180605062500,31045
VD,20180605063000,31259
VD,20180605063500,31452
VD,20180605064000,31695
VD,20180605064500,31936
VD,20180605065000,32216
VD,20180605065500,32487
VD,20180605070000,32364
VD,20180605070500,32622
VD,20180605071000,32774
VD,20180605071500,32952
VD,20180605072000,33076
VD,20180605072500,33072
VD,20180605073000,33006
VD,20180605073500,33025
VD,20180605074000,33120
VD,20180605074500,33296
VD,20180605075000,33296
VD,20180605075500,33297
VD,20180605080000,33426
VD,20180605080500,33684
VD,20180605081000,33811
VD,20180605081500,33810
VD,20180605082000,33834
VD,20180605082500,33762
VD,20180605083000,33685
VD,20180605083500,33623
VD,20180605084000,33555
VD,20180605084500,33536
VD,20180605085000,33490
VD,20180605085500,33503
VD,20180605090000,33486
VD,20180605090500,33365
VD,20180605091000,33343
VD,20180605091500,33253
VD,20180605092000,33212
VD,20180605092500,33252
VD,20180605093000,33205
VD,20180605093500,33224
VD,20180605094000,33243
VD,20180605094500,33106
VD,20180605095000,33118
VD,20180605095500,33143
VD,20180605100000,33139
VD,20180605100500,33178
VD,20180605101000,33131
VD,20180605101500,33136
VD,20180605102000,33131
VD,20180605102500,33149
VD,20180605103000,33092
VD,20180605103500,32995
VD,20180605104000,32949
VD,20180605104500,32874
VD,20180605105000,32870
VD,20180605105500,32884
VD,20180605110000,32933
VD,20180605110500,33001
VD,20180605111000,32936
VD,20180605111500,32824
VD,20180605112000,32785
VD,20180605112500,32710
VD,20180605113000,32579
VD,20180605113500,32426
VD,20180605114000,32359
VD,20180605114500,32258
VD,20180605115000,32222
VD,20180605115500,32113
VD,20180605120000,31907
VD,20180605120500,31889
VD,20180605121000,31838
VD,20180605121500,31728
VD,20180605122000,31528
VD,20180605122500,31429
VD,20180605123000,31286
VD,20180605123500,31256
VD,20180605124000,31171
VD,20180605124500,31081
VD,20180605125000,30996
VD,20180605125500,30887
VD,20180605130000,30809
VD,20180605130500,30881
VD,20180605131000,30883
VD,20180605131500,30634
VD,20180605132000,30633
VD,20180605132500,30694
VD,20180605133000,30651
VD,20180605133500,30642
VD,20180605134000,30561
VD,20180605134500,30471
VD,20180605135000,30477
VD,20180605135500,30440
VD,20180605140000,30289
VD,20180605140500,30164
VD,20180605141000,30206
VD,20180605141500,30103
VD,20180605142000,30093
VD,20180605142500,30148
VD,20180605143000,30242
VD,20180605143500,30374
VD,20180605144000,30427
VD,20180605144500,30521
VD,20180605145000,30696
VD,20180605145500,30869
VD,20180605150000,31000
VD,20180605150500,31098
VD,20180605151000,31055
VD,20180605151500,31177
VD,20180605152000,31254
VD,20180605152500,31328
VD,20180605153000,31454
VD,20180605153500,31554
VD,20180605154000,31712
VD,20180605154500,31926
VD,20180605155000,32058
VD,20180605155500,32115
VD,20180605160000,32195
VD,20180605160500,32394
VD,20180605161000,32354
VD,20180605161500,32564
VD,20180605162000,32613
VD,20180605162500,32639
VD,20180605163000,32663
VD,20180605163500,32738
VD,20180605164000,32789
VD,20180605164500,32788
VD,20180605165000,32809
VD,20180605165500,32808
VD,20180605170000,32848
VD,20180605170500,32858
VD,20180605171000,32882
VD,20180605171500,32870
VD,20180605172000,32907
VD,20180605172500,32943
VD,20180605173000,33035
VD,20180605173500,33174
VD,20180605174000,33271
VD,20180605174500,33239
VD,20180605175000,33265
VD,20180605175500,33195
VD,20180605180000,33149
VD,20180605180500,33148
VD,20180605181000,33161
VD,20180605181500,33087
VD,20180605182000,33059
VD,20180605182500,33057
VD,20180605183000,33122
VD,20180605183500,32993
VD,20180605184000,32965
VD,20180605184500,32878
VD,20180605185000,32736
VD,20180605185500,32678
VD,20180605190000,32610
VD,20180605190500,32741
VD,20180605191000,32729
VD,20180605191500,32665
VD,20180605192000,32614
VD,20180605192500,32551
VD,20180605193000,32416
VD,20180605193500,32274
VD,20180605194000,32232
VD,20180605194500,32109
VD,20180605195000,32128
VD,20180605195500,32165
VD,20180605200000,32131
VD,20180605200500,32083
VD,20180605201000,31973
VD,20180605201500,31820
VD,20180605202000,31588
VD,20180605202500,31423
VD,20180605203000,31385
VD,20180605203500,31304
VD,20180605204000,31306
VD,20180605204500,31179
VD,20180605205000,31054
VD,20180605205500,31033
VD,20180605210000,30876
VD,20180605210500,30761
VD,20180605211000,30623
VD,20180605211500,30390
VD,20180605212000,30001
VD,20180605212500,29816
VD,20180605213000,29522
VD,20180605213500,29187
VD,20180605214000,28888
VD,20180605214500,28482
VD,20180605215000,28245
VD,20180605215500,27841
VD,20180605220000,27374
VD,20180605220500,27194
VD,20180605221000,26967
VD,20180605221500,26914
VD,20180605222000,26824
VD,20180605222500,26550
VD,20180605223000,26315
VD,20180605223500,26081
VD,20180605224000,25873
VD,20180605224500,25625
VD,20180605225000,25447
VD,20180605225500,25294
VD,20180605230000,25166
VD,20180605230500,25042
VD,20180605231000,24817
VD,20180605231500,24564
VD,20180605232000,24303
VD,20180605232500,24229
VD,20180605233000,24217
VD,20180605233500,24245
VD,20180605234000,24193
VD,20180605234500,24141
VD,20180605235000,24074
VD,20180605235500,23867
VD,20180606000000,23775
VD,20180606000500,23752
VD,20180606001000,23720
VD,20180606001500,23659
VD,20180606002000,23620
VD,20180606002500,23589
VD,20180606003000,23511
VD,20180606003500,23459
VD,20180606004000,23447
VD,20180606004500,23394
VD,20180606005000,23325
VD,20180606005500,23280
VD,20180606010000,23289
VD,20180606010500,23213
VD,20180606011000,23113
VD,20180606011500,23057
VD,20180606012000,23062
VD,20180606012500,23057
VD,20180606013000,22976
VD,20180606013500,22968
VD,20180606014000,22995
VD,20180606014500,22933
VD,20180606015000,22894
VD,20180606015500,22900
VD,20180606020000,22686
VD,20180606020500,22631
VD,20180606021000,22522
VD,20180606021500,22458
VD,20180606022000,22459
VD,20180606022500,22466
VD,20180606023000,22447
VD,20180606023500,22454
VD,20180606024000,22448
VD,20180606024500,22400
VD,20180606025000,22335
VD,20180606025500,22300
VD,20180606030000,22309
VD,20180606030500,22326
VD,20180606031000,22310
VD,20180606031500,22268
VD,20180606032000,22314
VD,20180606032500,22276
VD,20180606033000,22218
VD,20180606033500,22159
VD,20180606034000,22109
VD,20180606034500,22081
VD,20180606035000,22067
VD,20180606035500,22037
VD,20180606040000,22062
VD,20180606040500,22154
VD,20180606041000,22228
VD,20180606041500,22297
VD,20180606042000,22382
VD,20180606042500,22517
VD,20180606043000,22685
VD,20180606043500,22762
VD,20180606044000,22878
VD,20180606044500,23103
VD,20180606045000,23371
VD,20180606045500,23638
VD,20180606050000,23926
VD,20180606050500,24332
VD,20180606051000,24682
VD,20180606051500,24878
VD,20180606052000,25002
VD,20180606052500,25248
VD,20180606053000,25567
VD,20180606053500,25848
VD,20180606054000,26276
VD,20180606054500,26677
VD,20180606055000,27124
VD,20180606055500,27526
VD,20180606060000,27974
VD,20180606060500,28438
VD,20180606061000,29007
VD,20180606061500,29580
VD,20180606062000,29956
VD,20180606062500,30118
VD,20180606063000,30328
VD,20180606063500,30502
VD,20180606064000,30649
VD,20180606064500,30713
VD,20180606065000,30747
VD,20180606065500,30713
VD,20180606070000,30715
VD,20180606070500,31027
VD,20180606071000,31053
VD,20180606071500,31162
VD,20180606072000,31279
VD,20180606072500,31267
VD,20180606073000,31170
VD,20180606073500,30913
VD,20180606074000,30831
VD,20180606074500,30765
VD,20180606075000,30753
VD,20180606075500,30794
VD,20180606080000,30876
VD,20180606080500,30939
VD,20180606081000,31087
VD,20180606081500,31100
VD,20180606082000,31175
VD,20180606082500,31219
VD,20180606083000,31218
VD,20180606083500,31159
VD,20180606084000,31070
VD,20180606084500,30998
VD,20180606085000,30917
VD,20180606085500,30839
VD,20180606090000,30753
VD,20180606090500,30583
VD,20180606091000,30516
VD,20180606091500,30266
VD,20180606092000,30163
VD,20180606092500,30021
VD,20180606093000,30028
VD,20180606093500,29998
VD,20180606094000,29837
VD,20180606094500,29687
VD,20180606095000,29650
VD,20180606095500,29601
VD,20180606100000,29630
VD,20180606100500,29618
VD,20180606101000,29650
VD,20180606101500,29532
VD,20180606102000,29412
VD,20180606102500,29377
VD,20180606103000,29349
VD,20180606103500,29344
VD,20180606104000,29303
VD,20180606104500,29272
VD,20180606105000,29275
VD,20180606105500,29158
VD,20180606110000,29134
VD,20180606110500,29187
VD,20180606111000,29114
VD,20180606111500,28998
VD,20180606112000,28962
VD,20180606112500,28943
VD,20180606113000,28894
VD,20180606113500,28926
VD,20180606114000,28867
VD,20180606114500,28759
VD,20180606115000,28606
VD,20180606115500,28646
VD,20180606120000,28550
VD,20180606120500,28595
VD,20180606121000,28556
VD,20180606121500,28538
VD,20180606122000,28589
VD,20180606122500,28563
VD,20180606123000,28548
VD,20180606123500,28545
VD,20180606124000,28515
VD,20180606124500,28474
VD,20180606125000,28465
VD,20180606125500,28377
VD,20180606130000,28421
VD,20180606130500,28530
VD,20180606131000,28671
VD,20180606131500,28519
VD,20180606132000,28507
VD,20180606132500,28601
VD,20180606133000,28636
VD,20180606133500,28740
VD,20180606134000,28747
VD,20180606134500,28755
VD,20180606135000,28736
VD,20180606135500,28725
VD,20180606140000,28695
VD,20180606140500,28779
VD,20180606141000,28751
VD,20180606141500,28702
VD,20180606142000,28810
VD,20180606142500,28954
VD,20180606143000,29014
VD,20180606143500,29161
VD,20180606144000,29258
VD,20180606144500,29412
VD,20180606145000,29597
VD,20180606145500,29797
VD,20180606150000,29905
VD,20180606150500,30219
VD,20180606151000,30370
VD,20180606151500,30425
VD,20180606152000,30559
VD,20180606152500,30725
VD,20180606153000,30839
VD,20180606153500,30931
VD,20180606154000,31024
VD,20180606154500,31273
VD,20180606155000,31455
VD,20180606155500,31672
VD,20180606160000,31698
VD,20180606160500,32024
VD,20180606161000,32093
VD,20180606161500,31983
VD,20180606162000,32157
VD,20180606162500,32413
VD,20180606163000,32478
VD,20180606163500,32541
VD,20180606164000,32515
VD,20180606164500,32448
VD,20180606165000,32584
VD,20180606165500,32624
VD,20180606170000,32692
VD,20180606170500,32820
VD,20180606171000,32813
VD,20180606171500,32880
VD,20180606172000,32908
VD,20180606172500,32975
VD,20180606173000,33053
VD,20180606173500,33087
VD,20180606174000,33092
VD,20180606174500,33079
VD,20180606175000,33151
VD,20180606175500,33165
VD,20180606180000,33181
VD,20180606180500,33151
VD,20180606181000,33163
VD,20180606181500,33178
VD,20180606182000,33211
VD,20180606182500,33124
VD,20180606183000,33217
VD,20180606183500,33227
VD,20180606184000,33283
VD,20180606184500,33272
VD,20180606185000,33196
VD,20180606185500,33039
VD,20180606190000,33026
VD,20180606190500,33028
VD,20180606191000,33045
VD,20180606191500,32992
VD,20180606192000,32897
VD,20180606192500,32893
VD,20180606193000,32772
VD,20180606193500,32681
VD,20180606194000,32518
VD,20180606194500,32247
VD,20180606195000,32488
VD,20180606195500,32278
VD,20180606200000,32262
VD,20180606200500,32311
VD,20180606201000,32280
VD,20180606201500,32162
VD,20180606202000,32205
VD,20180606202500,32038
VD,20180606203000,31812
VD,20180606203500,31772
VD,20180606204000,31655
VD,20180606204500,31463
VD,20180606205000,31489
VD,20180606205500,31327
VD,20180606210000,31038
VD,20180606210500,30997
VD,20180606211000,30959
VD,20180606211500,30790
VD,20180606212000,30415
VD,20180606212500,30176
VD,20180606213000,29805
VD,20180606213500,29559
VD,20180606214000,29245
VD,20180606214500,28856
VD,20180606215000,28530
VD,20180606215500,28175
VD,20180606220000,27819
VD,20180606220500,27728
VD,20180606221000,27466
VD,20180606221500,27216
VD,20180606222000,27201
VD,20180606222500,27075
VD,20180606223000,26692
VD,20180606223500,26476
VD,20180606224000,26194
VD,20180606224500,25876
VD,20180606225000,25743
VD,20180606225500,25600
VD,20180606230000,25536
VD,20180606230500,25287
VD,20180606231000,25121
VD,20180606231500,24932
VD,20180606232000,24764
VD,20180606232500,24659
VD,20180606233000,24545
VD,20180606233500,24540
VD,20180606234000,24435
VD,20180606234500,24366
VD,20180606235000,24237
VD,20180606235500,24112
VD,20180607000000,24120
VD,20180607000500,23991
VD,20180607001000,23991
VD,20180607001500,23878
VD,20180607002000,23763
VD,20180607002500,23624
VD,20180607003000,23522
VD,20180607003500,23563
VD,20180607004000,23577
VD,20180607004500,23518
VD,20180607005000,23468
VD,20180607005500,23482
VD,20180607010000,23413
VD,20180607010500,23376
VD,20180607011000,23317
VD,20180607011500,23238
VD,20180607012000,23218
VD,20180607012500,23184
VD,20180607013000,23124
VD,20180607013500,23011
VD,20180607014000,22967
VD,20180607014500,22911
VD,20180607015000,22824
VD,20180607015500,22806
VD,20180607020000,22704
VD,20180607020500,22788
VD,20180607021000,22755
VD,20180607021500,22784
VD,20180607022000,22772
VD,20180607022500,22762
VD,20180607023000,22729
VD,20180607023500,22664
VD,20180607024000,22686
VD,20180607024500,22668
VD,20180607025000,22633
VD,20180607025500,22648
VD,20180607030000,22643
VD,20180607030500,22642
VD,20180607031000,22622
VD,20180607031500,22582
VD,20180607032000,22575
VD,20180607032500,22475
VD,20180607033000,22354
VD,20180607033500,22278
VD,20180607034000,22273
VD,20180607034500,22337
VD,20180607035000,22366
VD,20180607035500,22422
VD,20180607040000,22421
VD,20180607040500,22588
VD,20180607041000,22773
VD,20180607041500,22830
VD,20180607042000,22936
VD,20180607042500,23088
VD,20180607043000,23153
VD,20180607043500,23274
VD,20180607044000,23375
VD,20180607044500,23479
VD,20180607045000,23632
VD,20180607045500,23938
VD,20180607050000,24252
VD,20180607050500,24463
VD,20180607051000,24878
VD,20180607051500,25046
VD,20180607052000,25130
VD,20180607052500,25419
VD,20180607053000,25841
VD,20180607053500,26142
VD,20180607054000,26685
VD,20180607054500,27057
VD,20180607055000,27375
VD,20180607055500,27828
VD,20180607060000,28191
VD,20180607060500,28781
VD,20180607061000,29457
VD,20180607061500,29862
VD,20180607062000,30024
VD,20180607062500,30366
VD,20180607063000,30527
VD,20180607063500,30641
VD,20180607064000,30830
VD,20180607064500,31111
VD,20180607065000,31024
VD,20180607065500,31125
VD,20180607070000,31291
VD,20180607070500,31551
VD,20180607071000,31746
VD,20180607071500,31863
VD,20180607072000,31901
VD,20180607072500,31826
VD,20180607073000,31785
VD,20180607073500,31723
VD,20180607074000,31691
VD,20180607074500,31674
VD,20180607075000,31690
VD,20180607075500,31709
VD,20180607080000,31666
VD,20180607080500,31737
VD,20180607081000,31828
VD,20180607081500,31907
VD,20180607082000,31909
VD,20180607082500,31859
VD,20180607083000,31829
VD,20180607083500,31742
VD,20180607084000,31669
VD,20180607084500,31626
VD,20180607085000,31561
VD,20180607085500,31516
VD,20180607090000,31472
VD,20180607090500,31195
VD,20180607091000,31107
VD,20180607091500,31024
VD,20180607092000,31034
VD,20180607092500,31007
VD,20180607093000,30994
VD,20180607093500,31013
VD,20180607094000,30942
VD,20180607094500,30845
VD,20180607095000,30797
VD,20180607095500,30849
VD,20180607100000,30854
VD,20180607100500,30879
VD,20180607101000,30827
VD,20180607101500,30788
VD,20180607102000,30785
VD,20180607102500,30789
VD,20180607103000,30783
VD,20180607103500,30758
VD,20180607104000,30771
VD,20180607104500,30812
VD,20180607105000,30813
VD,20180607105500,30819
VD,20180607110000,30808
VD,20180607110500,30836
VD,20180607111000,31006
VD,20180607111500,31031
VD,20180607112000,30888
VD,20180607112500,30594
VD,20180607113000,30568
VD,20180607113500,30601
VD,20180607114000,30502
VD,20180607114500,30416
VD,20180607115000,30460
VD,20180607115500,30463
VD,20180607120000,30465
VD,20180607120500,30505
VD,20180607121000,30499
VD,20180607121500,30481
VD,20180607122000,30476
VD,20180607122500,30447
VD,20180607123000,30444
VD,20180607123500,30478
VD,20180607124000,30533
VD,20180607124500,30565
VD,20180607125000,30543
VD,20180607125500,30526
VD,20180607130000,30541
VD,20180607130500,30590
VD,20180607131000,30696
VD,20180607131500,30744
VD,20180607132000,30715
VD,20180607132500,30739
VD,20180607133000,30716
VD,20180607133500,30758
VD,20180607134000,30714
VD,20180607134500,30663
VD,20180607135000,30671
VD,20180607135500,30670
VD,20180607140000,30704
VD,20180607140500,30826
VD,20180607141000,30911
VD,20180607141500,30967
VD,20180607142000,30966
VD,20180607142500,31018
VD,20180607143000,31142
VD,20180607143500,31172
VD,20180607144000,31230
VD,20180607144500,31329
VD,20180607145000,31452
VD,20180607145500,31609
VD,20180607150000,31633
VD,20180607150500,31707
VD,20180607151000,31779
VD,20180607151500,31897
VD,20180607152000,32025
VD,20180607152500,32174
VD,20180607153000,32384
VD,20180607153500,32533
VD,20180607154000,32639
VD,20180607154500,32790
VD,20180607155000,32911
VD,20180607155500,32901
VD,20180607160000,32991
VD,20180607160500,33205
VD,20180607161000,33242
VD,20180607161500,33213
VD,20180607162000,33328
VD,20180607162500,33394
VD,20180607163000,33482
VD,20180607163500,33491
VD,20180607164000,33449
VD,20180607164500,33415
VD,20180607165000,33416
VD,20180607165500,33360
VD,20180607170000,33337
VD,20180607170500,33477
VD,20180607171000,33545
VD,20180607171500,33496
VD,20180607172000,33451
VD,20180607172500,33512
VD,20180607173000,33623
VD,20180607173500,33596
VD,20180607174000,33624
VD,20180607174500,33658
VD,20180607175000,33662
VD,20180607175500,33641
VD,20180607180000,33595
VD,20180607180500,33538
VD,20180607181000,33492
VD,20180607181500,33499
VD,20180607182000,33618
VD,20180607182500,33555
VD,20180607183000,33467
VD,20180607183500,33590
VD,20180607184000,33524
VD,20180607184500,33456
VD,20180607185000,33497
VD,20180607185500,33502
VD,20180607190000,33454
VD,20180607190500,33449
VD,20180607191000,33311
VD,20180607191500,33202
VD,20180607192000,33028
VD,20180607192500,32881
VD,20180607193000,32690
VD,20180607193500,32642
VD,20180607194000,32574
VD,20180607194500,32593
VD,20180607195000,32676
VD,20180607195500,32879
VD,20180607200000,32547
VD,20180607200500,32474
VD,20180607201000,32374
VD,20180607201500,32181
VD,20180607202000,32103
VD,20180607202500,32077
VD,20180607203000,32065
VD,20180607203500,31925
VD,20180607204000,31701
VD,20180607204500,31539
VD,20180607205000,31392
VD,20180607205500,31210
VD,20180607210000,31108
VD,20180607210500,31198
VD,20180607211000,31221
VD,20180607211500,30943
VD,20180607212000,30577
VD,20180607212500,30176
VD,20180607213000,29851
VD,20180607213500,29613
VD,20180607214000,29353
VD,20180607214500,29018
VD,20180607215000,28589
VD,20180607215500,28216
VD,20180607220000,27823
VD,20180607220500,27555
VD,20180607221000,27258
VD,20180607221500,26900
VD,20180607222000,26618
VD,20180607222500,26332
VD,20180607223000,26038
VD,20180607223500,25798
FTR,2000
